[2025-05-26 16:08:17,881]  15 root - INFO - INtitiate data ingestion
[2025-05-26 16:08:22,321]  60 root - INFO - Performed train test split on dataframe
[2025-05-26 16:08:22,321]  62 root - INFO - Excited split_data_as_train_test_split  method
[2025-05-26 16:08:22,323]  66 root - INFO - Exporting train and test file path
[2025-05-26 16:08:22,545]  71 root - INFO - Exported train test file path
[2025-05-26 16:08:22,547]  17 root - INFO - Data ingestion completed
[2025-05-26 16:08:22,581]  21 root - INFO - INtitiate data validation
[2025-05-26 16:08:22,786]  32 root - INFO - Required no of cols:2
[2025-05-26 16:08:22,786]  33 root - INFO - Dataframe has columns:31
[2025-05-26 16:08:22,787]  32 root - INFO - Required no of cols:2
[2025-05-26 16:08:22,787]  33 root - INFO - Dataframe has columns:31
[2025-05-26 16:08:23,540]  23 root - INFO - Data validation completed
