[2025-05-26 16:22:37,028]  15 root - INFO - INtitiate data ingestion
[2025-05-26 16:22:42,557]  60 root - INFO - Performed train test split on dataframe
[2025-05-26 16:22:42,557]  62 root - INFO - Excited split_data_as_train_test_split  method
[2025-05-26 16:22:42,558]  66 root - INFO - Exporting train and test file path
[2025-05-26 16:22:42,789]  71 root - INFO - Exported train test file path
[2025-05-26 16:22:42,791]  17 root - INFO - Data ingestion completed
[2025-05-26 16:22:42,803]  21 root - INFO - INtitiate data validation
[2025-05-26 16:22:42,994]  32 root - INFO - Required no of cols:2
[2025-05-26 16:22:42,996]  33 root - INFO - Dataframe has columns:31
[2025-05-26 16:22:42,996]  32 root - INFO - Required no of cols:2
[2025-05-26 16:22:42,996]  33 root - INFO - Dataframe has columns:31
[2025-05-26 16:22:43,442]  23 root - INFO - Data validation completed
[2025-05-26 16:22:43,443]  26 root - INFO - INtitiate data  transformation
[2025-05-26 16:22:43,443]  52 root - INFO - Entered initiate data transformation method of Data Transformation 
[2025-05-26 16:22:43,443]  54 root - INFO - Starting Data Transformation
